chain_id,code,decision,stage,candidate_source,matched_focal_lexicon,focal_regex,description,rationale_category,rationale,legacy_stage,previous_stage,adjudication_method,human_review_status
sheep,020450,exclude,,legacy_only,False,\b(?:sheep|lambs?|wool)\b,"Meat: of goats, fresh, chilled or frozen",legacy_description_lacks_focal_term,"The historical proposal is retained for provenance, but the official HS92 description does not match the frozen focal lexicon. Observable attribution therefore forbids inclusion.",exp_meat,,frozen observable-attribution decision specification,not_performed
sheep,020680,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Offal, edible: of sheep, goats, horses, asses, mules or hinnies, fresh or chilled",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",exp_offal,,frozen observable-attribution decision specification,not_performed
sheep,020690,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Offal, edible: of sheep, goats, horses, asses, mules or hinnies, frozen",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",exp_offal,,frozen observable-attribution decision specification,not_performed
sheep,021090,exclude,,legacy_only,False,\b(?:sheep|lambs?|wool)\b,"Meat and edible meat offal, preserved: salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, n.e.s. in heading no. 0210",legacy_description_lacks_focal_term,"The historical proposal is retained for provenance, but the official HS92 description does not match the frozen focal lexicon. Observable attribution therefore forbids inclusion.",exp_prepared,,frozen observable-attribution decision specification,not_performed
sheep,050400,exclude,,legacy_only,False,\b(?:sheep|lambs?|wool)\b,"Animal products: guts, bladders and stomachs of animals (other than fish), whole and pieces thereof",legacy_description_lacks_focal_term,"The historical proposal is retained for provenance, but the official HS92 description does not match the frozen focal lexicon. Observable attribution therefore forbids inclusion.",exp_casings,,frozen observable-attribution decision specification,not_performed
sheep,150200,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Fats of bovine animals, sheep or goats: raw or rendered, whether or not pressed or solvent-extracted",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,150510,out_of_stage,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Animal fats and oils: wool grease, crude",explicit_focal_product_outside_frozen_stage,"The official HS92 description explicitly names the focal commodity or material, but its described product form is outside every frozen stage in this chain.",,,frozen observable-attribution decision specification,not_performed
sheep,150590,include,exp_woolgrease,observable_regex,True,\b(?:sheep|lambs?|wool)\b,Animal fats and oils: wool grease (other than crude) and fatty substances derived therefrom (including lanolin),observable_attribution_and_stage_fit,"The official HS92 description identifies non-crude wool grease or fatty substances derived from it, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",exp_woolgrease,exp_fats,frozen observable-attribution decision specification,not_performed
sheep,151800,exclude,,legacy_only,False,\b(?:sheep|lambs?|wool)\b,"Animal or vegetable fats and oils and their fractions: oxidised, boiled or otherwise chemically modified, (excluding those of heading no. 1516), inedible mixtures or preparations of fats or oils",legacy_description_lacks_focal_term,"The historical proposal is retained for provenance, but the official HS92 description does not match the frozen focal lexicon. Observable attribution therefore forbids inclusion.",exp_fats,,frozen observable-attribution decision specification,not_performed
sheep,160100,exclude,,legacy_only,False,\b(?:sheep|lambs?|wool)\b,"Meat preparations: sausages and similar products, of meat, meat offal or blood, and food preparations based on these products",legacy_description_lacks_focal_term,"The historical proposal is retained for provenance, but the official HS92 description does not match the frozen focal lexicon. Observable attribution therefore forbids inclusion.",exp_prepared,,frozen observable-attribution decision specification,not_performed
sheep,160290,exclude,,legacy_only,False,\b(?:sheep|lambs?|wool)\b,"Meat preparations: of meat, meat offal or the blood of any animal, n.e.s. in heading no. 1602",legacy_description_lacks_focal_term,"The historical proposal is retained for provenance, but the official HS92 description does not match the frozen focal lexicon. Observable attribution therefore forbids inclusion.",exp_prepared,,frozen observable-attribution decision specification,not_performed
sheep,230110,exclude,,legacy_only,False,\b(?:sheep|lambs?|wool)\b,"Flours, meals and pellets: of meat or meat offal, greaves",legacy_description_lacks_focal_term,"The historical proposal is retained for provenance, but the official HS92 description does not match the frozen focal lexicon. Observable attribution therefore forbids inclusion.",exp_meal,,frozen observable-attribution decision specification,not_performed
sheep,230910,exclude,,legacy_only,False,\b(?:sheep|lambs?|wool)\b,"Dog or cat food: put up for retail sale, used in animal feeding",legacy_description_lacks_focal_term,"The historical proposal is retained for provenance, but the official HS92 description does not match the frozen focal lexicon. Observable attribution therefore forbids inclusion.",exp_petfood,,frozen observable-attribution decision specification,not_performed
sheep,230990,exclude,,legacy_only,False,\b(?:sheep|lambs?|wool)\b,"Dog or cat food: (not put up for retail sale), used in animal feeding",legacy_description_lacks_focal_term,"The historical proposal is retained for provenance, but the official HS92 description does not match the frozen focal lexicon. Observable attribution therefore forbids inclusion.",exp_petfood,,frozen observable-attribution decision specification,not_performed
sheep,410210,include,exp_rawskin,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Skins: raw, of sheep or lambs, fresh, or salted, dried, limed, pickled or otherwise preserved, (but not tanned, parchment-dressed or further prepared), with wool on",observable_attribution_and_stage_fit,"The official HS92 description identifies raw sheep or lamb skins, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",exp_rawskin,,frozen observable-attribution decision specification,not_performed
sheep,410221,include,exp_rawskin,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Skins: raw, of sheep or lambs, pickled (but not tanned, parchment-dressed or further preserved), without wool on",observable_attribution_and_stage_fit,"The official HS92 description identifies raw sheep or lamb skins, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",,,frozen observable-attribution decision specification,not_performed
sheep,410229,include,exp_rawskin,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Skins: raw, of sheep or lambs, fresh or salted, dried, limed or otherwise preserved other than by pickling, (but not tanned, parchment-dressed or further preserved), without wool on",observable_attribution_and_stage_fit,"The official HS92 description identifies raw sheep or lamb skins, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",exp_rawskin,,frozen observable-attribution decision specification,not_performed
sheep,410511,out_of_stage,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Leather: of sheep or lamb, without wool on, tanned or retanned (but not further prepared), vegetable pre-tanned, whether or not split, excluding leather of heading no. 4108 and 4109",explicit_focal_product_outside_frozen_stage,"The official HS92 description explicitly names the focal commodity or material, but its described product form is outside every frozen stage in this chain.",,,frozen observable-attribution decision specification,not_performed
sheep,410512,out_of_stage,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Leather: of sheep or lamb, without wool on, tanned or retanned (but not further prepared), pre-tanned (not vegetable pre-tanned), whether or not split, excluding leather of heading no. 4108 and 4109",explicit_focal_product_outside_frozen_stage,"The official HS92 description explicitly names the focal commodity or material, but its described product form is outside every frozen stage in this chain.",,,frozen observable-attribution decision specification,not_performed
sheep,410519,out_of_stage,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Leather: of sheep or lamb, without wool on, tanned or retanned (but not further prepared), whether or not split, n.e.s. in heading no. 4105 (not pre-tanned), excluding leather of heading no. 4108 and 4109",explicit_focal_product_outside_frozen_stage,"The official HS92 description explicitly names the focal commodity or material, but its described product form is outside every frozen stage in this chain.",,,frozen observable-attribution decision specification,not_performed
sheep,410520,out_of_stage,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Leather: of sheep or lamb, without wool on, parchment-dressed or prepared after tanning, excluding leather of heading no. 4108 and 4109",explicit_focal_product_outside_frozen_stage,"The official HS92 description explicitly names the focal commodity or material, but its described product form is outside every frozen stage in this chain.",,,frozen observable-attribution decision specification,not_performed
sheep,430130,include,exp_rawskin,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Furskins: raw, of Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws",observable_attribution_and_stage_fit,"The official HS92 description identifies raw sheep or lamb skins, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",,,frozen observable-attribution decision specification,not_performed
sheep,430213,out_of_stage,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Furskins: tanned or dressed, Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws, not assembled",explicit_focal_product_outside_frozen_stage,"The official HS92 description explicitly names the focal commodity or material, but its described product form is outside every frozen stage in this chain.",,,frozen observable-attribution decision specification,not_performed
sheep,430219,exclude,,legacy_only,False,\b(?:sheep|lambs?|wool)\b,"Furskins: tanned or dressed, whole, with or without head, tail or paws, not assembled, n.e.s. in heading no. 4302, excluding goods or heading no. 4303",legacy_description_lacks_focal_term,"The historical proposal is retained for provenance, but the official HS92 description does not match the frozen focal lexicon. Observable attribution therefore forbids inclusion.",exp_furleather,,frozen observable-attribution decision specification,not_performed
sheep,440500,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,Wood: wood wool and wood flour,focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,510111,include,exp_woolraw,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Wool: (not carded or combed), greasy (including fleece-washed wool), shorn",observable_attribution_and_stage_fit,"The official HS92 description identifies wool explicitly described as not carded or combed, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",exp_woolraw,,frozen observable-attribution decision specification,not_performed
sheep,510119,include,exp_woolraw,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Wool: (other than shorn), greasy (including fleece-washed wool), not carded or combed",observable_attribution_and_stage_fit,"The official HS92 description identifies wool explicitly described as not carded or combed, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",exp_woolraw,,frozen observable-attribution decision specification,not_performed
sheep,510121,include,exp_woolraw,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Wool: (not carded or combed), degreased, (not carbonised), shorn",observable_attribution_and_stage_fit,"The official HS92 description identifies wool explicitly described as not carded or combed, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",exp_woolraw,,frozen observable-attribution decision specification,not_performed
sheep,510129,include,exp_woolraw,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Wool: (not carded or combed), degreased, (not carbonised), (other than shorn)",observable_attribution_and_stage_fit,"The official HS92 description identifies wool explicitly described as not carded or combed, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",exp_woolraw,,frozen observable-attribution decision specification,not_performed
sheep,510130,include,exp_woolraw,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Wool: (not carded or combed), carbonised",observable_attribution_and_stage_fit,"The official HS92 description identifies wool explicitly described as not carded or combed, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",exp_woolraw,,frozen observable-attribution decision specification,not_performed
sheep,510210,exclude,,legacy_only,False,\b(?:sheep|lambs?|wool)\b,"Hair: fine animal hair, not carded or combed",legacy_description_lacks_focal_term,"The historical proposal is retained for provenance, but the official HS92 description does not match the frozen focal lexicon. Observable attribution therefore forbids inclusion.",exp_woolraw,,frozen observable-attribution decision specification,not_performed
sheep,510310,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Wool and hair: noils of wool or of fine animal hair, including yarn waste, but excluding garnetted stock",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",exp_woolraw,,frozen observable-attribution decision specification,not_performed
sheep,510320,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Wool and hair: waste of wool or of fine animal hair, including yarn waste, but excluding garnetted stock and noils of wool or of fine animal hair",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",exp_woolraw,,frozen observable-attribution decision specification,not_performed
sheep,510330,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Wool and hair: waste of coarse animal hair, including yarn waste, but excluding garnetted stock",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,510400,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,Wool and hair: garnetted stock of wool or of fine or coarse animal hair,focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,510510,out_of_stage,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,Wool: carded,explicit_focal_product_outside_frozen_stage,"The official HS92 description explicitly names the focal commodity or material, but its described product form is outside every frozen stage in this chain.",,,frozen observable-attribution decision specification,not_performed
sheep,510521,include,exp_wooltop,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Wool: wool tops and other combed wool, in fragments",observable_attribution_and_stage_fit,"The official HS92 description identifies wool tops or other combed wool, not yarn, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",exp_wooltop,exp_woolyarn,frozen observable-attribution decision specification,not_performed
sheep,510529,include,exp_wooltop,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Wool: wool tops and other combed wool, other than in fragments",observable_attribution_and_stage_fit,"The official HS92 description identifies wool tops or other combed wool, not yarn, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",exp_wooltop,exp_woolyarn,frozen observable-attribution decision specification,not_performed
sheep,510610,include,exp_woolyarn,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Yarn: of carded wool, containing 85% or more by weight of wool, not put up for retail sale",observable_attribution_and_stage_fit,"The official HS92 description identifies yarn explicitly of carded or combed wool, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",,,frozen observable-attribution decision specification,not_performed
sheep,510620,include,exp_woolyarn,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Yarn: of carded wool, containing less than 85% by weight of wool, not put up for retail sale",observable_attribution_and_stage_fit,"The official HS92 description identifies yarn explicitly of carded or combed wool, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",exp_woolyarn,,frozen observable-attribution decision specification,not_performed
sheep,510710,include,exp_woolyarn,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Yarn: of combed wool, containing 85% or more by weight of wool, not put up for retail sale",observable_attribution_and_stage_fit,"The official HS92 description identifies yarn explicitly of carded or combed wool, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",exp_woolyarn,,frozen observable-attribution decision specification,not_performed
sheep,510720,include,exp_woolyarn,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Yarn: of combed wool, containing less than 85% by weight of wool, not put up for retail sale",observable_attribution_and_stage_fit,"The official HS92 description identifies yarn explicitly of carded or combed wool, which is inside the canonical stage definition. No unobserved product form, feedstock, species, or end use is inferred from the commodity name alone.",exp_woolyarn,,frozen observable-attribution decision specification,not_performed
sheep,510910,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Yarn: of wool or of fine animal hair, containing 85% or more by weight of wool or fine animal hair, put up for retail sale",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",exp_woolyarn,,frozen observable-attribution decision specification,not_performed
sheep,510990,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Yarn: of wool or of fine animal hair, containing less than 85% by weight of wool or fine animal hair, put up for retail sale",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,511111,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Fabrics, woven: of carded wool or of carded fine animal hair, containing 85% or more by weight of wool or of fine animal hair, of a weight not exceeding 300g/m2",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,511119,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Fabrics, woven: of carded wool or of carded fine animal hair, containing 85% or more by weight of wool or of fine animal hair, of a weight exceeding 300g/m2",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",exp_woolfabric,,frozen observable-attribution decision specification,not_performed
sheep,511120,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Fabrics, woven: of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made filaments",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,511130,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Fabrics, woven: of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made staple fibres",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,511190,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Fabrics, woven: of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with fibres n.e.s. in heading no. 5111",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",exp_woolfabric,,frozen observable-attribution decision specification,not_performed
sheep,511211,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Fabrics, woven: of combed wool or combed fine animal hair, containing 85% or more by weight of wool or fine animal hair, of a weight not exceeding 200g/m2",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",exp_woolfabric,,frozen observable-attribution decision specification,not_performed
sheep,511219,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Fabrics, woven: of combed wool or combed fine animal hair, containing 85% or more by weight of wool or fine animal hair, of a weight exceeding 200g/m2",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",exp_woolfabric,,frozen observable-attribution decision specification,not_performed
sheep,511220,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Fabrics, woven: of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made filaments",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,511230,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Fabrics, woven: of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made staple fibres",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",exp_woolfabric,,frozen observable-attribution decision specification,not_performed
sheep,511290,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Fabrics, woven: of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with fibres n.e.s. in heading no. 5112",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",exp_woolfabric,,frozen observable-attribution decision specification,not_performed
sheep,550952,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Yarn: (not sewing thread), of polyester staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,550961,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Yarn: (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,550991,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Yarn: (not sewing thread), of synthetic staple fibres, mixed mainly or solely with wool or fine animal hair, n.e.s. in heading no. 5509, not put up for retail sale",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,550999,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Yarn: (not sewing thread), of synthetic staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), n.e.s. in heading no. 5509, not put up for retail sale",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,551020,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Yarn: (not sewing thread), of artificial staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,551090,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Yarn: (not sewing thread), of artificial staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), not put up for retail sale",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,551513,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Fabrics, woven: of polyester staple fibres n.e.s. in chapter 55, mixed mainly or solely with wool or fine animal hair",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
sheep,551522,exclude,,observable_regex,True,\b(?:sheep|lambs?|wool)\b,"Fabrics, woven: of acrylic or modacrylic staple fibres n.e.s. in chapter 55, mixed mainly or solely with wool or fine animal hair",focal_expression_not_isolated,"Although the frozen focal expression occurs in the official HS92 description, the wording is negative, generic, multi-commodity, mixed-species, or otherwise does not isolate the focal commodity or material for attribution.",,,frozen observable-attribution decision specification,not_performed
